=== Run information ===

Scheme:       weka.associations.FPGrowth -P 2 -I 2 -N 100000 -T 0 -C 0.4 -D 0.05 -U 1.0 -M 2.0E-4
   28. [暑热证=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   29. [感冒误治=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   30. [感冒清热冲剂=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   31. [小儿风温=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   32. [小儿急惊风=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   33. [小儿急惊=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   34. [太少合病=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   35. [坏死性淋巴结炎=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   36. [化斑汤=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   37. [加味白虎汤=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   38. [传染性单核细胞增多症=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   39. [五虎汤=t]: 2 ==> [发热=t]: 2   <conf:(1)> lift:(6.58) lev:(0) conv:(1.7) 
   40. [龟鹿二仙丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   41. [龟头溃烂=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   42. [黑虎丹=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   43. [黄连香薷饮=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   44. [黄连粉=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   45. [黄芩汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   46. [黄石膏=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   47. [黄疸合并淋证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   48. [黄吹散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   49. [麻黄煎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   50. [麻黄人参芍药汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   51. [麻疹危证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   52. [麻杏甘石汤证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   53. [麒麟散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   54. [鱼腥草注射液=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   55. [高血压性肾病合并氮质血症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   56. [高热鼻衄=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   57. [香粉=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   58. [风瘫瘖瘫=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   59. [风热散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   60. [风湿头痛证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   61. [风温重证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   62. [风温喘咳=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   63. [风温发疹=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   64. [风温入营=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   65. [风水浮肿=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   66. [顽固性痹证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   67. [韧痰证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   68. [雪梨浆=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   69. [降气化痰汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   70. [阴虚梦交=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   71. [阳虚高热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   72. [阳脱证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   73. [阳亡欲脱喘逆=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   74. [防风煎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   75. [防风散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   76. [长期低热症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   77. [镇痛汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   78. [银黄注射液=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   79. [银翘解毒片=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   80. [钩藤煎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   81. [针刺驱蛔=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   82. [重症过敏性紫癜=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   83. [重症肺炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   84. [重症肝脓疡=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   85. [重症瘰疬=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   86. [郁寒发热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   87. [邪伏募原=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   88. [通淋化石汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   89. [输卵管妊娠破裂=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   90. [轰热证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   91. [越脾汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   92. [资生丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   93. [贴药=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   94. [贴方=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   95. [诃黎勒散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   96. [解毒丹=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   97. [西黄醒消丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   98. [表实里热证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
   99. [补中汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  100. [血竭膏=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  101. [血瘀发热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  102. [蛇胆川贝散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  103. [蛇床子汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  104. [虚羸痰喘=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  105. [虚痉不遂=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  106. [虚损危症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  107. [薏苡仁汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  108. [葶苈子丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  109. [葶苈丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  110. [营血热毒=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  111. [莱菔汁=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  112. [药毒发斑=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  113. [荆芥散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  114. [茵陈附子干姜汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  115. [茵栀黄注射液=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  116. [茱萸生姜汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  117. [茯苓桂枝白术甘草汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  118. [茯苓桂枝汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  119. [茯苓四逆汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  120. [苍玉潜龙汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  121. [苍术白虎汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  122. [芡实粥=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  123. [芎归散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  124. [腹部胀满便结=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  125. [腮腺炎并发睾丸炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  126. [脑疽内陷=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  127. [脊髓小脑病=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  128. [脂膜炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  129. [胞系了戾=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  130. [胎滑骨蒸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  131. [背热胃凉=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  132. [胆道结石=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  133. [胆胀病=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  134. [胆结石术后高热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  135. [胆汁淤滞性黄疸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  136. [胁痛黄疸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  137. [肾脏风毒=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  138. [肾炎型红斑狼疮=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  139. [肾府痰结化脓=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  140. [肺风痰喘=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  141. [肺闭咳喘重症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  142. [肺金失养脾虚久咳=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  143. [肺结节病=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  144. [肺痹并发心痹=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  145. [肺痨咳血证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  146. [肺炎痰喘=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  147. [肺炎发热百日=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  148. [肺心心衰症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  149. [肠疽毒痢=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  150. [肠伤寒高热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  151. [肝胆湿热蕴结=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  152. [肝硬化持续高热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  153. [肝痈证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  154. [肝炎冲剂=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  155. [耳聋症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  156. [老年急性肾炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  157. [绛雪=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  158. [结节性动脉周围炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  159. [经久腹胀=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  160. [红藤煎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  161. [糖尿病性坏疽=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  162. [类疟发热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  163. [神效瓜蒌散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  164. [祛风膏=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  165. [祛湿药膏=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  166. [石斛露=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  167. [知柏四物汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  168. [睑疲=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  169. [着痹发斑=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  170. [真阳欲脱证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  171. [真珠粉=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  172. [益阴汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  173. [白虎承气汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  174. [白色葡萄球菌败血症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  175. [白喉并发喉梗阻=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  176. [登革热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  177. [瘰疬重症=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  178. [瘟黄血证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  179. [瘟疫病误治阳极似阴证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  180. [瘀胆型肝炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  181. [痰壅喘咳=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  182. [痧毒闭郁证=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  183. [痢疾虚极=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  184. [痢疾夜重=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  185. [痛风兼药物过敏=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  186. [病毒性脑炎昏迷=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  187. [病毒性脑炎后继发性癫痫=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  188. [疹毒合并牙疳=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  189. [疹毒合并出血=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  190. [疹毒内陷=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  191. [甲型肝炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  192. [甘草麻黄汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  193. [甘草散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  194. [甘草干姜茯苓白术汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  195. [甘乳膏=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  196. [瓜蒌瞿麦丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  197. [珍珠生肌散=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  198. [王氏连朴饮=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  199. [玉竹麦门冬汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  200. [狐惑并发肠痈=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  201. [犀连承气汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  202. [犀角地黄丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  203. [牛黄清宫丸=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  204. [牛蒡子汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  205. [燥实咳嗽=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  206. [热痿=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  207. [热病发狂=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  208. [热毒湿浊=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  209. [热厥神昏=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  210. [火丹=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  211. [滑石代赭汤=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  212. [溃疡膜性咽峡炎=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  213. [湿热发斑=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  214. [湿热兼感=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  215. [湿滞发热=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  216. [湿温并发肺风痰喘=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  217. [湿温并发肠出血=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
  218. [湿温下血=t]: 1 ==> [发热=t]: 1   <conf:(1)> lift:(6.58) lev:(0) conv:(0.85) 
